,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
713,2020-10-31,FCMC.PA,EUR,2020-10-31,2020-10-31,2020,FY,55063000,36049000,3586000,-17364000,6000,578000,-17666000,-13063000,-0.315347874,2020-10-31,30229000,399974000,430203000,43692000,117889000,161581000,268622000,430203000,918000,-32627000,14960000,28581000,11832000,Soci?t? Fermi?re du Casino Municipal de Cannes,Mr. Alain Fabre,33492987800,https://www.groupesfcmc.com,PACA,Cannes,FR,1 espace Lucien Barriere,06400,Consumer Cyclical,EURONEXT,Paris,"Soci?t? Fermi?re du Casino Municipal de Cannes operates casinos and hotels in France. The company operates 3 hotels with 565 rooms, suites, and cottages under the H?tel Barri?re Le Majestic, the H?tel Barri?re Le Gray d'Albion, and the H?tel Barri?re Le Carl Gustaf St-Barth brands; and 2 casinos, including 350 slot machines and 38 games tables under the Casino Barri?re Croisette and Casino Barri?re Les Princes brands. It also operates 8 restaurants, 9 bars, and 1 spa. The company was founded in 1919 and is based in Cannes, France."
714,2020-12-31,NRO.PA,EUR,2020-12-31,2020-12-31,2020,FY,524489000,212049000,150723000,51927000,905000,1020000,53563000,30918000,0.099004936,2020-12-31,449070000,100781000,549851000,161432000,29394000,190826000,359025000,549851000,67289000,-8012000,-11053000,218441000,266491000,Neurones S.A.,Mr. Luc de Chammard,33141374137,https://www.neurones.net,ILE-DE-FRANCE,Nanterre,FR,Nanterre Cedex,92024,Technology,EURONEXT,Paris,"Neurones S.A., an information technology (IT) services company, provides infrastructure, application, and consulting services in France and internationally. Its infrastructure services include the design, integration, and operation of systems and networks; service desk business; server and application outsourcing in cloud computing mode and security; managing the processing operations of business applications; and IT service management and governance. The company also provides application services in the areas of SAP integration and outsourcing; mobility/social/big data and analytics; mobile applications and infrastructure management; IT consulting for finance, big data, and DevOps; enterprise content management, business process management, electronic document management, and dematerialization; and IT training and change management. In addition, it offers management and organization, and digital transformation consulting services; and outsourcing services, including service desk, and support services and application maintenance, as well as hosting or ownership outsourcing services. Further, the company provides digital transformation services in the areas of innovation, analytics/big data, collaborative/social, mobility, and Internet of Things, as well as DevOps-agile/cloud/security. It serves banking/insurance, services/consumer goods, energy/utilities/healthcare, technologies/media/telecoms, industry/public works and civil engineering, and public sector markets. Neurones S.A. was founded in 1984 and is headquartered in Nanterre, France."
715,2019-12-31,NRO.PA,EUR,2019-12-31,2019-12-31,2019,FY,510074000,209426000,143466000,49334000,1186000,1349000,53811000,30799000,0.0967193,2019-12-31,412813000,97325000,510138000,156429000,26387000,182816000,327322000,510138000,61320000,-8147000,-9363000,174579000,218441000,Neurones S.A.,Mr. Luc de Chammard,33141374137,https://www.neurones.net,ILE-DE-FRANCE,Nanterre,FR,Nanterre Cedex,92024,Technology,EURONEXT,Paris,"Neurones S.A., an information technology (IT) services company, provides infrastructure, application, and consulting services in France and internationally. Its infrastructure services include the design, integration, and operation of systems and networks; service desk business; server and application outsourcing in cloud computing mode and security; managing the processing operations of business applications; and IT service management and governance. The company also provides application services in the areas of SAP integration and outsourcing; mobility/social/big data and analytics; mobile applications and infrastructure management; IT consulting for finance, big data, and DevOps; enterprise content management, business process management, electronic document management, and dematerialization; and IT training and change management. In addition, it offers management and organization, and digital transformation consulting services; and outsourcing services, including service desk, and support services and application maintenance, as well as hosting or ownership outsourcing services. Further, the company provides digital transformation services in the areas of innovation, analytics/big data, collaborative/social, mobility, and Internet of Things, as well as DevOps-agile/cloud/security. It serves banking/insurance, services/consumer goods, energy/utilities/healthcare, technologies/media/telecoms, industry/public works and civil engineering, and public sector markets. Neurones S.A. was founded in 1984 and is headquartered in Nanterre, France."
716,2021-02-28,LOUP.PA,EUR,2021-02-28,2021-02-28,2021,FY,4428218000,3021183000,0,185125000,568000,2492000,188494000,140685000,0.041805756,2021-02-28,1640013000,1333397000,2973410000,1163950000,280836000,1444786000,1528624000,2973410000,330570000,-213735000,-26950000,79644000,168321000,L.D.C. S.A.,,33243627000,https://www.ldc.fr,PAYS DE LA LOIRE,Sable-sur-Sarthe,FR,"ZI Saint-Laurent, Cs 50925, Sable-sur-Sarthe Cedex",72302,Consumer Defensive,EURONEXT,Paris,"L.D.C. S.A. produces, processes, markets, and sells poultry and processed products in France and internationally. It is involved in hatching, rearing, breeding, and slaughtering of pork, beef, rabbit, veal, and turkey; and producing, sorting, packaging, and selling eggs, as well as supplies grain to the milling industry. The company also offers fresh and frozen foods, including ready meals, pizzas, pancakes and biscuits, exotic dishes, and sandwiches; and cakes, quiches, pies, and cold meats. In addition, it provides poultry-cuts and processed products, as well as other kinds of poultry, such as ducks and geese. The company offers its products under the Le Gaulois, Ma?tre CoQ, Lou?, Marie, Poule & Toque, Nature & Respect, Drosed, Goldenfood, and Doux brands. L.D.C. S.A. was founded in 1968 and is based in Sabl?-sur-Sarthe, France."
717,2020-02-29,LOUP.PA,EUR,2020-02-29,2020-02-29,2020,FY,4418842000,3036815000,0,195445000,1039000,2974000,200015000,143705000,0.044229914,2020-02-29,1580928000,1299675000,2880603000,1103189000,357003000,1460192000,1420411000,2880603000,284088000,-307221000,-56585000,159667000,79644000,L.D.C. S.A.,,33243627000,https://www.ldc.fr,PAYS DE LA LOIRE,Sable-sur-Sarthe,FR,"ZI Saint-Laurent, Cs 50925, Sable-sur-Sarthe Cedex",72302,Consumer Defensive,EURONEXT,Paris,"L.D.C. S.A. produces, processes, markets, and sells poultry and processed products in France and internationally. It is involved in hatching, rearing, breeding, and slaughtering of pork, beef, rabbit, veal, and turkey; and producing, sorting, packaging, and selling eggs, as well as supplies grain to the milling industry. The company also offers fresh and frozen foods, including ready meals, pizzas, pancakes and biscuits, exotic dishes, and sandwiches; and cakes, quiches, pies, and cold meats. In addition, it provides poultry-cuts and processed products, as well as other kinds of poultry, such as ducks and geese. The company offers its products under the Le Gaulois, Ma?tre CoQ, Lou?, Marie, Poule & Toque, Nature & Respect, Drosed, Goldenfood, and Doux brands. L.D.C. S.A. was founded in 1968 and is based in Sabl?-sur-Sarthe, France."
718,2021-12-31,XFAB.PA,USD,2021-12-31,2021-12-31,2021,FY,657751000,507773000,7284000,77192000,1767000,1592000,72866000,83607000,0.11735748,2021-12-31,588244000,398687000,986931000,196993000,45602000,242595000,744336000,986931000,109511000,-65150000,48227000,205867000,290187000,X-FAB Silicon Foundries SE,Mr. Rudi De Winter,,https://www.xfab.com,LIMBURG,Tessenderlo,BE,Transportstraat 1,3980,Technology,EURONEXT,Paris,"X-FAB Silicon Foundries SE operates as an analog/mixed-signal semiconductor technology foundry. The company manufactures silicon wafers for automotive, industrial, consumer, medical, consumer and mobile communications, and other applications; and analog-digital integrated circuits, sensors, and micro-electro-mechanical systems. It also provides manufacturing and design support services for customers that design analog/mixed-signal integrated circuits and other semiconductor devices, as well as engineering and prototyping services, technical services, and design kits. In addition, the company offers foundry services for integrated device manufacturers, original equipment manufacturers, and fabless semiconductor companies. It operates in Belgium, Germany, the United Kingdom, Austria, France, Switzerland, Denmark, Sweden, Finland, Singapore, China, Japan, Thailand, Malaysia, Korea, Taiwan, Hong Kong, New Zealand, the United States, and internationally. The company was founded in 1992 and is based in Tessenderlo, Belgium. X-FAB Silicon Foundries SE operates as a subsidiary of XTRION NV."
719,2020-12-31,XFAB.PA,USD,2020-12-31,2020-12-31,2020,FY,477586000,433852000,7239000,-24482000,1864000,3991000,17555000,13552000,-0.051261972,2020-12-31,452208000,380590000,832798000,124336000,48784000,173120000,659678000,832798000,74346000,-31929000,-16633000,173211000,205867000,X-FAB Silicon Foundries SE,Mr. Rudi De Winter,,https://www.xfab.com,LIMBURG,Tessenderlo,BE,Transportstraat 1,3980,Technology,EURONEXT,Paris,"X-FAB Silicon Foundries SE operates as an analog/mixed-signal semiconductor technology foundry. The company manufactures silicon wafers for automotive, industrial, consumer, medical, consumer and mobile communications, and other applications; and analog-digital integrated circuits, sensors, and micro-electro-mechanical systems. It also provides manufacturing and design support services for customers that design analog/mixed-signal integrated circuits and other semiconductor devices, as well as engineering and prototyping services, technical services, and design kits. In addition, the company offers foundry services for integrated device manufacturers, original equipment manufacturers, and fabless semiconductor companies. It operates in Belgium, Germany, the United Kingdom, Austria, France, Switzerland, Denmark, Sweden, Finland, Singapore, China, Japan, Thailand, Malaysia, Korea, Taiwan, Hong Kong, New Zealand, the United States, and internationally. The company was founded in 1992 and is based in Tessenderlo, Belgium. X-FAB Silicon Foundries SE operates as a subsidiary of XTRION NV."
720,2020-12-31,AKW.PA,EUR,2020-12-31,2020-12-31,2020,FY,937178000,407328000,102782000,106945000,980000,2975000,105074000,85541000,0.114113861,2020-12-31,569538000,324957000,894495000,259516000,93836000,353352000,541143000,894495000,162130000,-33966000,-29935000,104560000,175050000,AKWEL,,33450569898,https://akwel-automotive.com,AUVERGNE-RHONE-ALPES,Champfromier,FR,975 route des Burgondes,01410,Consumer Cyclical,EURONEXT,Paris,"AKWEL engages in the designing, developing, producing, and selling of tooling equipment and parts to automotive and truck manufacturers in France and internationally. The company was formerly known as MGI Coutier SA and changed its name to AKWEL in June 2018. The company was founded in 1972 and is headquartered in Champfromier, France. AKWEL is a subsidiary of COUTIER DEVELOPPEMENT."
721,2019-12-31,AKW.PA,EUR,2019-12-31,2019-12-31,2019,FY,1101162000,507589000,147565000,90376000,680000,2916000,86564000,62692000,0.082073301,2019-12-31,505138000,359930000,865068000,245174000,112249000,357423000,507645000,865068000,76703000,-48138000,-16298000,92137000,104560000,AKWEL,,33450569898,https://akwel-automotive.com,AUVERGNE-RHONE-ALPES,Champfromier,FR,975 route des Burgondes,01410,Consumer Cyclical,EURONEXT,Paris,"AKWEL engages in the designing, developing, producing, and selling of tooling equipment and parts to automotive and truck manufacturers in France and internationally. The company was formerly known as MGI Coutier SA and changed its name to AKWEL in June 2018. The company was founded in 1972 and is headquartered in Champfromier, France. AKWEL is a subsidiary of COUTIER DEVELOPPEMENT."
722,2020-12-31,ALPHA.PA,EUR,2020-12-31,2020-12-31,2020,FY,39830,324550,4492276,-18913519,10016,2587550,-21564064,-21564064,-474.8561135,2020-12-31,20398388,855400,21253788,15516550,18256194,33772744,-12518956,21253788,-16081935,-61423,10974953,16246565,11078160,Pharnext SA,Mr. Daniel Cohen,33141092230,https://www.pharnext.com,ILE-DE-FRANCE,Issy-les-Moulineaux,FR,11-13 rue Rene Jacque,92130,Healthcare,EURONEXT,Paris,"Pharnext SA, a clinical-stage biopharmaceutical company, develops therapies for orphan and common neurodegenerative diseases in France. The company's products include SYNGILITY that has completed Phase III trial for the treatment of Charcot-Marie-Tooth disease type 1A; and PXT864, which has completed Phase II clinical trial to treat Alzheimer's disease, as well as Parkinson's disease and amyotrophic lateral sclerosis. It also develops PLEOTHERAPY, a big genetic data and artificial intelligence platform. Pharnext SA has an agreement with the University Hospital Institute Mediterranee Infection to evaluate repurposed drugs for potential use against the COVID-19 virus. The company was founded in 2007 and is headquartered in Issy-Les-Moulineaux, France."
723,2019-12-31,ALPHA.PA,EUR,2019-12-31,2019-12-31,2019,FY,252773,604864,5058924,-20025317,7252,2611648,-23309169,-23309169,-79.22253168,2019-12-31,21645089,1526536,23171625,9959602,20457950,30417552,-7245927,23171625,-21568378,193524,14860002,22761418,16246565,Pharnext SA,Mr. Daniel Cohen,33141092230,https://www.pharnext.com,ILE-DE-FRANCE,Issy-les-Moulineaux,FR,11-13 rue Rene Jacque,92130,Healthcare,EURONEXT,Paris,"Pharnext SA, a clinical-stage biopharmaceutical company, develops therapies for orphan and common neurodegenerative diseases in France. The company's products include SYNGILITY that has completed Phase III trial for the treatment of Charcot-Marie-Tooth disease type 1A; and PXT864, which has completed Phase II clinical trial to treat Alzheimer's disease, as well as Parkinson's disease and amyotrophic lateral sclerosis. It also develops PLEOTHERAPY, a big genetic data and artificial intelligence platform. Pharnext SA has an agreement with the University Hospital Institute Mediterranee Infection to evaluate repurposed drugs for potential use against the COVID-19 virus. The company was founded in 2007 and is headquartered in Issy-Les-Moulineaux, France."
724,2020-12-31,PAR.PA,EUR,2020-12-31,2020-12-31,2020,FY,36368000,3700000,166000,9265000,31000,1408000,8990000,8150000,0.254756929,2020-12-31,23783000,198050000,221833000,17956000,66072000,84028000,137805000,221833000,9689000,-1920000,-16801000,16357000,7325000,Paref SA,Mr. Antoine De Oliveira E. Castro,33140298686,https://www.paref.com,ILE-DE-FRANCE,Paris,FR,153 Boulevard Hausmann,75008,Real Estate,EURONEXT,Paris,"Paref SA owns and manages business real estate located primarily in the Paris region. The company manages and leases real estate, offices and commercial spaces, and residences. The company also provides real estate agency services. The company was founded in 1997 and is based in Paris, France."
725,2019-12-31,PAR.PA,EUR,2019-12-31,2019-12-31,2019,FY,43331000,3358000,21142000,9140000,67000,2063000,15000000,13474000,0.210934435,2019-12-31,33262000,196152000,229414000,18166000,78789000,96955000,132459000,229414000,5662000,-52034000,34292000,28437000,16357000,Paref SA,Mr. Antoine De Oliveira E. Castro,33140298686,https://www.paref.com,ILE-DE-FRANCE,Paris,FR,153 Boulevard Hausmann,75008,Real Estate,EURONEXT,Paris,"Paref SA owns and manages business real estate located primarily in the Paris region. The company manages and leases real estate, offices and commercial spaces, and residences. The company also provides real estate agency services. The company was founded in 1997 and is based in Paris, France."
726,2020-03-31,GECP.PA,EUR,2020-03-31,2020-03-31,2020,FY,25536000,20248000,2165000,-5687000,0,544000,-6499000,-6449000,-0.222705201,2020-03-31,12662000,12294000,24956000,22563000,8359000,30922000,-5966000,24956000,-494000,-119000,-2084000,-126000,-2879000,,,,,,,,,,,,,
727,2019-03-31,GECP.PA,EUR,2019-03-31,2019-03-31,2019,FY,29723000,21201000,2011000,-3577000,0,226000,-3839000,-3035000,-0.120344514,2019-03-31,22471000,11888000,34359000,24102000,11021000,35123000,-764000,34359000,-1210000,-423000,4742000,-3246000,-126000,,,,,,,,,,,,,
728,2020-12-31,SK.PA,EUR,2020-12-31,2020-12-31,2020,FY,6940000000,4280900000,1921400000,581200000,0,39800000,442500000,300500000,0.083746398,2020-12-31,4849800000,4420200000,9270000000,3635000000,2900200000,6535200000,2734800000,9270000000,962500000,-868700000,905100000,785500000,1769400000,SEB SA,Mr. Thierry de la Tour d'Artaise,33472181818,https://www.groupeseb.com,AUVERGNE-RHONE-ALPES,Ecully,FR,"Campus SEB - 112, chemin du Moulin Carron",69130,Consumer Cyclical,EURONEXT,Paris,"SEB SA designs, manufactures, and markets small household appliances worldwide. It provides electrical cooking, food preparation, and beverage preparation products, including electrical cooking products comprising deep fryers, rice cookers, electric pressure cookers, informal meal appliances, waffle makers, grills, toasters, multicookers, coffee makers, espresso machines, electric kettles, home beer-taps, soy-milk makers, blenders, cooking food processors, kitchen machines, mixers, beaters, etc. The company also offers linen, home, and personal care products, such as irons and steam generators, garment steamers, canister vacuum cleaners with or without dust bag, steam and upright vacuum cleaners, vacuum weepers, versatile vacuums, robots, fans, heaters, air treatment appliances, hair care appliances, depilators, electrical beard trimmers, hair clippers, and bathroom scales. In addition, it provides cookware products, such as frying pans, saucepans pots, pressure cookers, bakeware, kitchen utensils, food storage containers, vacuum flasks, thermo mugs, cutlery, and other products. Further, the company offers hotel equipment, crepe and waffle makers, planchas, and grills for professionals. It provides its products under various brands that primarily include Calor, Rowenta, Moulinex, Seb, Tefal, Krups, Lagostina, WMF, Schaerer, Wilbur Curtis, Hepp, Krampouz, Arno, Supor, Imusa, All-Clad, and Silit. The company was founded in 1857 and is headquartered in ?cully, France."
729,2019-12-31,SK.PA,EUR,2019-12-31,2019-12-31,2019,FY,7353900000,4522000000,1954700000,702600000,0,41100000,559800000,379700000,0.095541141,2019-12-31,3397500000,4417900000,7815400000,2252000000,2935900000,5187900000,2627500000,7815400000,682100000,-277600000,-235600000,612700000,785500000,SEB SA,Mr. Thierry de la Tour d'Artaise,33472181818,https://www.groupeseb.com,AUVERGNE-RHONE-ALPES,Ecully,FR,"Campus SEB - 112, chemin du Moulin Carron",69130,Consumer Cyclical,EURONEXT,Paris,"SEB SA designs, manufactures, and markets small household appliances worldwide. It provides electrical cooking, food preparation, and beverage preparation products, including electrical cooking products comprising deep fryers, rice cookers, electric pressure cookers, informal meal appliances, waffle makers, grills, toasters, multicookers, coffee makers, espresso machines, electric kettles, home beer-taps, soy-milk makers, blenders, cooking food processors, kitchen machines, mixers, beaters, etc. The company also offers linen, home, and personal care products, such as irons and steam generators, garment steamers, canister vacuum cleaners with or without dust bag, steam and upright vacuum cleaners, vacuum weepers, versatile vacuums, robots, fans, heaters, air treatment appliances, hair care appliances, depilators, electrical beard trimmers, hair clippers, and bathroom scales. In addition, it provides cookware products, such as frying pans, saucepans pots, pressure cookers, bakeware, kitchen utensils, food storage containers, vacuum flasks, thermo mugs, cutlery, and other products. Further, the company offers hotel equipment, crepe and waffle makers, planchas, and grills for professionals. It provides its products under various brands that primarily include Calor, Rowenta, Moulinex, Seb, Tefal, Krups, Lagostina, WMF, Schaerer, Wilbur Curtis, Hepp, Krampouz, Arno, Supor, Imusa, All-Clad, and Silit. The company was founded in 1857 and is headquartered in ?cully, France."
730,2020-12-31,PRC.PA,EUR,2020-12-31,2020-12-31,2020,FY,7797000,1000,3548000,923000,318000,6000,1151000,799000,0.118378864,2020-12-31,12277000,10178000,22455000,980000,1656000,2636000,19819000,22455000,1497000,-443000,250000,68000,1371000,Artprice.com,Mr. Thierry Ehrmann,33478220000,https://www.artprice.com,AUVERGNE-RHONE-ALPES,SAINT-ROMAIN-AU-MONT-D OR,FR,Domaine de la Source,69270,Communication Services,EURONEXT,Paris,"Artprice.com provides art market information in France. The company also operates as a marketplace to buy or sell artworks; and offers fine arts and design auction services, as well as engages in book publishing activities. Artprice.com is based in Neuville sur Saone, France."
731,2019-12-31,PRC.PA,EUR,2019-12-31,2019-12-31,2019,FY,8354000,-366000,4558000,1065000,280000,7000,1333000,921000,0.12748384,2019-12-31,10575000,10355000,20930000,1555000,397000,1952000,18978000,20930000,540000,-813000,295000,46000,68000,Artprice.com,Mr. Thierry Ehrmann,33478220000,https://www.artprice.com,AUVERGNE-RHONE-ALPES,SAINT-ROMAIN-AU-MONT-D OR,FR,Domaine de la Source,69270,Communication Services,EURONEXT,Paris,"Artprice.com provides art market information in France. The company also operates as a marketplace to buy or sell artworks; and offers fine arts and design auction services, as well as engages in book publishing activities. Artprice.com is based in Neuville sur Saone, France."
732,2021-12-31,LBIRD.PA,EUR,2021-12-31,2021-12-31,2021,FY,166387000,59190000,19157000,19130000,0,2266000,17603000,13858000,0.114972925,2021-12-31,182872000,164751000,347622000,57938000,108357000,166295000,181327000,347622000,26575000,-28633000,18205000,79138000,95925000,Lumibird SA,Mr. Marc Le Flohic,33169291700,https://www.lumibird.com,BRETAGNE,Lannion,FR,2 rue du Paul Sabatier,22300,Healthcare,EURONEXT,Paris,"Lumibird SA designs, manufactures, and sells various lasers for the scientific, industrial, and medical applications worldwide. It operates in two divisions, Photonics and Medical. The Photonics division offers solid-state lasers, high power laser diodes, fiber lasers, fiber amplifiers and components, photonics solutions for time-of-flight lidar and range-finding, and doppler lidar systems for wind measurement. Its products are used in various applications, such as industrial and scientific, defense and space, and lidar sensors. The Medical division provides medical and ophthalmological solutions from diagnosis to laser treatment. The company was founded in 1970 and is headquartered in Lannion, France."
733,2020-12-31,LBIRD.PA,EUR,2020-12-31,2020-12-31,2020,FY,129505000,49958000,14894000,10136000,24000,1388000,7190000,5638000,0.078267248,2020-12-31,162309000,143252000,305561000,57366000,84446000,141812000,163749000,305561000,13123000,-67137000,84756000,49012000,79138000,Lumibird SA,Mr. Marc Le Flohic,33169291700,https://www.lumibird.com,BRETAGNE,Lannion,FR,2 rue du Paul Sabatier,22300,Healthcare,EURONEXT,Paris,"Lumibird SA designs, manufactures, and sells various lasers for the scientific, industrial, and medical applications worldwide. It operates in two divisions, Photonics and Medical. The Photonics division offers solid-state lasers, high power laser diodes, fiber lasers, fiber amplifiers and components, photonics solutions for time-of-flight lidar and range-finding, and doppler lidar systems for wind measurement. Its products are used in various applications, such as industrial and scientific, defense and space, and lidar sensors. The Medical division provides medical and ophthalmological solutions from diagnosis to laser treatment. The company was founded in 1970 and is headquartered in Lannion, France."
734,2020-12-31,MLTHO.PA,EUR,2020-12-31,2020-12-31,2020,FY,47282198,41625369,0,2124281,0,1364883,1178193,1196533,0.044927713,2020-12-31,65903634,1547473,67451107,25361533,36346700,61708233,5742874,67451107,-13172801,-549685,15708093,-2650677,-665070,Group SFIT Soci?t? anonyme,,,https://www.groupesfit.eu,,Paris,FR,32 Rue Le Prevost,94490,Technology,EURONEXT,Paris,"Group SFIT S.A. engages in the design, marketing, and sale of laptops in France and internationally. The company is based in Paris, France."
735,2019-12-31,MLTHO.PA,EUR,2019-12-31,2019-12-31,2019,FY,40123651,41373296,0,-2470377,0,1060369,-2355292,-4741061,-0.061569098,2019-12-31,60036465,1260074,61296540,37376557,20873554,58250111,3046429,61296540,-11815116,-280560,9427450,17549,-2650677,Group SFIT Soci?t? anonyme,,,https://www.groupesfit.eu,,Paris,FR,32 Rue Le Prevost,94490,Technology,EURONEXT,Paris,"Group SFIT S.A. engages in the design, marketing, and sale of laptops in France and internationally. The company is based in Paris, France."
736,2020-12-31,ABVX.PA,EUR,2020-12-31,2020-12-31,2020,FY,63000,1000,33278000,-38009000,0,2062000,-40127000,-37551000,-603.3174603,2020-12-31,37667000,33630000,71297000,24944000,28454000,53398000,17899000,71297000,-29823000,-575000,49929000,9771000,29302000,ABIVAX Soci?t? Anonyme,Prof. Dr. Hartmut Ehrlich,33153830841,https://www.abivax.com,ILE-DE-FRANCE,Paris,FR,"5, rue de la Baume, Paris 8",75008,Healthcare,EURONEXT,Paris,"ABIVAX Soci?t? Anonyme discovers and optimizes drugs for the treatment of inflammatory diseases, infectious diseases, and cancer in France. Its principal products include ABX464 that is in Phase IIb clinical trials for the treatment of ulcerative colitis and Crohn's Disease, as well as for COVID-19; Phase IIa clinical trial for the treatment of rheumatoid arthritis diseases; and has completed Phase IIa clinical trial for the treatment of viral remission in patients with HIV. It also develops ABX 196, an immune enhancer candidate that is in Phase 1/2 clinical trials for the treatment of hepatocellular cancer. In addition, the company engages in the research programs for the treatment of Dengue fever, influenza, and respiratory syncytial virus. ABIVAX Soci?t? Anonyme has license contracts with the French National Centre for Scientific Research, the University of Montpellier, and the Institut Curie. The company was incorporated in 2013 and is headquartered in Paris, France."
737,2019-12-31,ABVX.PA,EUR,2019-12-31,2019-12-31,2019,FY,23000,16000,27690000,-33295000,0,1586000,-34890000,-30634000,-1447.608696,2019-12-31,18244000,33483000,51727000,12393000,20743000,33136000,18591000,51727000,-27473000,-370000,24612000,13002000,9771000,ABIVAX Soci?t? Anonyme,Prof. Dr. Hartmut Ehrlich,33153830841,https://www.abivax.com,ILE-DE-FRANCE,Paris,FR,"5, rue de la Baume, Paris 8",75008,Healthcare,EURONEXT,Paris,"ABIVAX Soci?t? Anonyme discovers and optimizes drugs for the treatment of inflammatory diseases, infectious diseases, and cancer in France. Its principal products include ABX464 that is in Phase IIb clinical trials for the treatment of ulcerative colitis and Crohn's Disease, as well as for COVID-19; Phase IIa clinical trial for the treatment of rheumatoid arthritis diseases; and has completed Phase IIa clinical trial for the treatment of viral remission in patients with HIV. It also develops ABX 196, an immune enhancer candidate that is in Phase 1/2 clinical trials for the treatment of hepatocellular cancer. In addition, the company engages in the research programs for the treatment of Dengue fever, influenza, and respiratory syncytial virus. ABIVAX Soci?t? Anonyme has license contracts with the French National Centre for Scientific Research, the University of Montpellier, and the Institut Curie. The company was incorporated in 2013 and is headquartered in Paris, France."
738,2020-12-31,MLSCI.PA,EUR,2020-12-31,2020-12-31,2020,FY,1674000,2847000,459000,-226000,28000,205000,201000,81000,-0.135005974,2020-12-31,6681000,16041000,22722000,2290000,17986000,20276000,2446000,22722000,,,,,,"Scientia School, S.A.",,,,,Madrid,ES,Calle Conde Pe?alver,28006,Consumer Defensive,EURONEXT,Paris,"Scientia School, S.A. primarily engages in the education and digital transformation services sectors in Spain. The company operates mandatory education State-subsidized private centers located in 3 communities in Spain; and a pre-school and a professional training school. It offers digital transformation services through Ecreatus project, which include products and services to various educational and logistical needs faced by those educational centers that provide services from the stage of early childhood education to vocational training and who wish to start a modernization process through a full digital transformation. The company also provides CoLearning spaces within any educational institution in the national territory profitable through the optimization of space, such as classrooms, laboratories, recreational areas, dining room, and others; and the search for solutions with local partners based on the educational stages taught at the center where the model is applied. In addition, it focuses on the creation of a laboratory and factory for projects aimed at impacting society in this matter of innovation, sustainability, and circular economy, using 3D printing as the main technological tool based on the recovery of waste. Scientia School, S.A. was founded in 2014 and is based in Madrid, Spain."
739,2019-12-31,MLSCI.PA,EUR,2019-12-31,2019-12-31,2019,FY,2227000,2822000,266000,609000,0,25000,494000,435000,0.273462057,2019-12-31,1676000,14055000,15731000,3277000,10056000,13333000,2398000,15731000,,,,,,"Scientia School, S.A.",,,,,Madrid,ES,Calle Conde Pe?alver,28006,Consumer Defensive,EURONEXT,Paris,"Scientia School, S.A. primarily engages in the education and digital transformation services sectors in Spain. The company operates mandatory education State-subsidized private centers located in 3 communities in Spain; and a pre-school and a professional training school. It offers digital transformation services through Ecreatus project, which include products and services to various educational and logistical needs faced by those educational centers that provide services from the stage of early childhood education to vocational training and who wish to start a modernization process through a full digital transformation. The company also provides CoLearning spaces within any educational institution in the national territory profitable through the optimization of space, such as classrooms, laboratories, recreational areas, dining room, and others; and the search for solutions with local partners based on the educational stages taught at the center where the model is applied. In addition, it focuses on the creation of a laboratory and factory for projects aimed at impacting society in this matter of innovation, sustainability, and circular economy, using 3D printing as the main technological tool based on the recovery of waste. Scientia School, S.A. was founded in 2014 and is based in Madrid, Spain."
740,2021-08-31,TRI.PA,EUR,2021-08-31,2021-08-31,2021,FY,2933605000,1980768000,192153000,357441000,315000,2366000,277473000,222651000,0.121843602,2021-08-31,1459322000,735408000,2194729000,792090000,225286000,1017376000,1177353000,2194729000,388756000,-40212000,-83235000,330267000,596595000,Trigano S.A.,Ms. Marie-Helene Feuillet,33144521620,https://www.trigano.fr,ILE-DE-FRANCE,Paris,FR,100 rue Petit,75165,Consumer Cyclical,EURONEXT,Paris,"Trigano S.A., together with its subsidiaries, designs, manufactures, markets, and sells leisure vehicles and trailers for individuals and professionals in Europe. The company operates through Leisure Vehicles and Leisure Equipment segments. It offers leisure vehicles, including caravans, motorhomes, and mobile homes; camping and garden equipment; tents; and baggage and utility trailers, as well as accessories for leisure vehicles. The company also rents motorhomes; and provides finance for leisure vehicles, as well as offers a range of rental stay services in mobile homes. It offers its products through dealer networks and distributors, as well as through its online sales site, Triganostore.com. Trigano S.A. was founded in 1935 and is based in Paris, France."
