,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
306,Rheinmetall AG,Rheinmetall AG,"Rheinmetall AG manufactures and supplies automotive components and defense equipment in Germany and internationally. The company's automotive products include mechatronics, such as emissions reduction, actuators, and solenoid valves, as well as water, oil, and vacuum pumps; hard parts, including pistons, engine blocks, structural components and cylinder heads, plain bearings, and bushes; and replacement parts. Its defense equipment comprises armored tracked vehicles, CBRN protection systems, turret systems, and wheeled logistics and tactical vehicles; weapons and ammunitions, such as weapon stations, large and medium-caliber weapons and ammunition, protection systems, and propellants and powders; and electronic solutions, including air defense systems, soldier systems, command systems, control and reconnaissance systems, fire control systems, and sensors, as well as simulations for the army, air force, navy, and civil applications. The company was formerly known as Rheinmetall Berlin AG and changed its name to Rheinmetall AG in 1996. Rheinmetall AG was founded in 1889 and is headquartered in Düsseldorf, Germany.","Rheinmetall AG manufactures and supplies automotive components and defense equipment in Germany and internationally. The company's automotive products include mechatronics, such as emissions reduction, actuators, and solenoid valves, as well as water, oil, and vacuum pumps; hard parts, including pistons, engine blocks, structural components and cylinder heads, plain bearings, and bushes; and replacement parts. Its defense equipment comprises armored tracked vehicles, CBRN protection systems, turret systems, and wheeled logistics and tactical vehicles; weapons and ammunitions, such as weapon stations, large and medium-caliber weapons and ammunition, protection systems, and propellants and powders; and electronic solutions, including air defense systems, soldier systems, command systems, control and reconnaissance systems, fire control systems, and sensors, as well as simulations for the army, air force, navy, and civil applications. The company was formerly known as Rheinmetall Berlin AG and changed its name to Rheinmetall AG in 1996. Rheinmetall AG was founded in 1889 and is headquartered in Düsseldorf, Germany.",2015-01-15,,https://www.rheinmetall.com/en/rheinmetall_ag/home.php,19998,5658000000.0,NA,NA,49 211 473 01,NA,Rheinmetall Platz 1,"DÃ¼sseldorf, , DE",40476,https://www.rheinmetall.com/en/rheinmetall_ag/home.php,https://www.rheinmetall.com/en/rheinmetall_ag/home.php,https://financialmodelingprep.com/image-stock/RHM.SW.png,"#Rheinmetall AG, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
307,Aevis Victoria SA,Aevis Victoria SA,"Aevis Victoria SA engages in healthcare, hospitality, lifestyle, and infrastructure sectors in Switzerland. The company operates through Hospitals, Hospitality, Telemedicine, and Real Estate segments. It operates 22 hospitals with 1,496 beds; manages with a total of 941 rooms with a total rentable surface of 188,109 sqm. It also provides telemedicine, and ambulance and day clinic services. In addition, it engages in the patient hotel, better aging, radiology institute, pharmacy, ophthalmology, real estate management, stem cells, cosmetics, and publishing businesses, as well as organizes seminars. The company is headquartered in Fribourg, Switzerland. Aevis Victoria SA is a subsidiary of M.R.S.I. Medical Research, Services and Investments S.A.","Aevis Victoria SA engages in healthcare, hospitality, lifestyle, and infrastructure sectors in Switzerland. The company operates through Hospitals, Hospitality, Telemedicine, and Real Estate segments. It operates 22 hospitals with 1,496 beds; manages with a total of 941 rooms with a total rentable surface of 188,109 sqm. It also provides telemedicine, and ambulance and day clinic services. In addition, it engages in the patient hotel, better aging, radiology institute, pharmacy, ophthalmology, real estate management, stem cells, cosmetics, and publishing businesses, as well as organizes seminars. The company is headquartered in Fribourg, Switzerland. Aevis Victoria SA is a subsidiary of M.R.S.I. Medical Research, Services and Investments S.A.",1999-07-05,Medical Care Facilities,https://www.aevis.com,4267,887100000.0,Mr. Beat Roethlisberger,NA,41263500202,NA,rue Georges-Jordil 4,"Fribourg, FRIBOURG, CH",1700,https://www.aevis.com,https://www.aevis.com,https://financialmodelingprep.com/image-stock/AEVS.SW.png,"#Aevis Victoria SA, #Medical Care Facilities, #Healthcare",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
308,APG|SGA SA,APG|SGA SA,"APG|SGA SA, a media company, provides out of home advertising services primarily in Switzerland and Serbia. It offers its products in various formats, including posters, screens, and mobile advertising; and interactive products on streets, city centers, pedestrian zones, railway stations, shopping centers, airports, tourist resorts, and on the outside and inside of public transport vehicles; and in shopping centers, state-of the-art digital advertising spaces, and special advertising formats. APG|SGA SA was founded in 1900 and is headquartered in Geneva, Switzerland.","APG|SGA SA, a media company, provides out of home advertising services primarily in Switzerland and Serbia. It offers its products in various formats, including posters, screens, and mobile advertising; and interactive products on streets, city centers, pedestrian zones, railway stations, shopping centers, airports, tourist resorts, and on the outside and inside of public transport vehicles; and in shopping centers, state-of the-art digital advertising spaces, and special advertising formats. APG|SGA SA was founded in 1900 and is headquartered in Geneva, Switzerland.",2004-08-18,Advertising Agencies,https://www.apgsga.ch,483,266145000.0,Mr. Markus Ehrle,NA,41582207000,NA,Carrefour de Rive 1,"GENEVE, GENEVE, CH",1207,https://www.apgsga.ch,https://www.apgsga.ch,https://financialmodelingprep.com/image-stock/APGN.SW.png,"#APG|SGA SA, #Advertising Agencies, #Communication Services",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
309,DKSH Holding AG,DKSH Holding AG,"DKSH Holding AG provides various market expansion services in Thailand, Greater China, Malaysia, Singapore, rest of the Asia Pacific, and internationally. The company offers sourcing, marketing, sales, distribution, and after-sales services. It operates through four segments: Healthcare, Consumer Goods, Performance Materials, and Technology. The Healthcare segment provides various services, such as registration, regulatory, market entry studies, importation, customs clearance, marketing and sales, physical distribution, invoicing, and cash collection services for ethical pharmaceuticals, consumer health, and over-the-counter health products, as well as medical devices. The Consumer Goods segment offers a range of services, including product feasibility studies, registration, importation, customs clearance, marketing and merchandising, sales, warehousing, physical distribution, invoicing, cash collection, and after-sales services for fast moving consumer goods, food services, luxury goods, and fashion and lifestyle products, as well as hair and skin cosmetics. The Performance Materials segment sources, markets, and distributes a range of specialty chemicals and ingredients for the pharmaceutical, personal care, food and beverage, and industrial applications, as well as provides market expansion services for performance materials. The Technology segment offers market expansion services comprising a range of capital investment goods and analytical instruments in the areas of infrastructure, industrial materials and supplies, precision and textile machinery, semiconductors, photovoltaic and electronics, agriculture, and hospitality, as well as specialized industrial applications. The company was founded in 1865 and is based in Zurich, Switzerland.","DKSH Holding AG provides various market expansion services in Thailand, Greater China, Malaysia, Singapore, rest of the Asia Pacific, and internationally. The company offers sourcing, marketing, sales, distribution, and after-sales services. It operates through four segments: Healthcare, Consumer Goods, Performance Materials, and Technology. The Healthcare segment provides various services, such as registration, regulatory, market entry studies, importation, customs clearance, marketing and sales, physical distribution, invoicing, and cash collection services for ethical pharmaceuticals, consumer health, and over-the-counter health products, as well as medical devices. The Consumer Goods segment offers a range of services, including product feasibility studies, registration, importation, customs clearance, marketing and merchandising, sales, warehousing, physical distribution, invoicing, cash collection, and after-sales services for fast moving consumer goods, food services, luxury goods, and fashion and lifestyle products, as well as hair and skin cosmetics. The Performance Materials segment sources, markets, and distributes a range of specialty chemicals and ingredients for the pharmaceutical, personal care, food and beverage, and industrial applications, as well as provides market expansion services for performance materials. The Technology segment offers market expansion services comprising a range of capital investment goods and analytical instruments in the areas of infrastructure, industrial materials and supplies, precision and textile machinery, semiconductors, photovoltaic and electronics, agriculture, and hospitality, as well as specialized industrial applications. The company was founded in 1865 and is based in Zurich, Switzerland.",2012-03-20,Consulting Services,https://www.dksh.com,31453,11106300000.0,Mr. Stefan Butz,NA,41443867215,NA,"Wiesenstrasse 8, Postfach 888","ZUERICH, ZUERICH, CH",8034,https://www.dksh.com,https://www.dksh.com,https://financialmodelingprep.com/image-stock/DKSH.SW.png,"#DKSH Holding AG, #Consulting Services, #Industrials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
310,Deutsche Post AG,Deutsche Post AG,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Post & Parcel Germany; Express; Global Forwarding, Freight; Supply Chain; and eCommerce Solutions. The Post & Parcel Germany segment transports and delivers mail, letters, parcels, physical and hybrid letters, special products for merchandize, and registered mail to private and business customers. It also provides additional services, such as registered mail, cash on delivery, and insured items. The Express segment transport and offers time-definite international (TDI) shipments comprising urgent documents and goods. The Global Forwarding, Freight segment transports goods by air, ocean, and overland; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment provides contract logistics solutions, including warehousing and transport services; and value-added services, such as e-fulfilment, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-TDI services. Deutsche Post AG is headquartered in Bonn, Germany.","Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Post & Parcel Germany; Express; Global Forwarding, Freight; Supply Chain; and eCommerce Solutions. The Post & Parcel Germany segment transports and delivers mail, letters, parcels, physical and hybrid letters, special products for merchandize, and registered mail to private and business customers. It also provides additional services, such as registered mail, cash on delivery, and insured items. The Express segment transport and offers time-definite international (TDI) shipments comprising urgent documents and goods. The Global Forwarding, Freight segment transports goods by air, ocean, and overland; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment provides contract logistics solutions, including warehousing and transport services; and value-added services, such as e-fulfilment, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-TDI services. Deutsche Post AG is headquartered in Bonn, Germany.",2014-11-04,,https://www.dpdhl.com,580612,66806000000.0,NA,NA,49 228 182 6 36 36,NA,Platz der Deutschen Post,"Bonn, , DE",53250,https://www.dpdhl.com,https://www.dpdhl.com,https://financialmodelingprep.com/image-stock/DPW.SW.png,"#Deutsche Post AG, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
311,PUMA SE,PUMA SE,"PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories in Europe, the Middle East, Africa, the Americas and, the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.","PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories in Europe, the Middle East, Africa, the Americas and, the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",2014-12-15,,https://www.puma.com,14300,6805400000.0,NA,NA,49 9132 81 0,NA,PUMA WAY 1,"Herzogenaurach, , DE",91074,https://www.puma.com,https://www.puma.com,https://financialmodelingprep.com/image-stock/PUM.SW.png,"#PUMA SE, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
312,Exxon Mobil Corporation,Exxon Mobil Corporation,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States and internationally. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and manufactures and sells petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2020, it had approximately 22,239 net operated wells with proved reserves. The company was founded in 1870 and is based in Irving, Texas.","Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States and internationally. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and manufactures and sells petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2020, it had approximately 22,239 net operated wells with proved reserves. The company was founded in 1870 and is based in Irving, Texas.",2014-11-04,Oil & Gas Integrated,https://corporate.exxonmobil.com,,285640000000.0,NA,NA,972-940-6000,NA,5959 Las Colinas Boulevard,"Irving, TX, US",75039-2298,https://corporate.exxonmobil.com,https://corporate.exxonmobil.com,https://financialmodelingprep.com/image-stock/XOM.SW.png,"#Exxon Mobil Corporation, #Oil & Gas Integrated, #Energy",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
313,Cosmo Pharmaceuticals N.V.,Cosmo Pharmaceuticals N.V.,"Cosmo Pharmaceuticals N.V., a specialty pharmaceutical company, focuses on the development and commercialization products for gastroenterology and endoscopy worldwide. It offers Lialda/Mezavant/Mesavancol and UCERIS/Cortiment, an oral tablet formulation for remission in active, mild to moderate ulcerative colitis; GI Genius, a system that uses artificial intelligence to detect colorectal polyps; and Methylene Blue MMX, diagnostic drug to enhance pre-cancerous and cancerous detection of colorectal lesions during colonoscopy. The company also provides Eleview, an injectable composition for use in gastrointestinal endoscopic procedures for submucosal lift of polyps, adenomas, early-stage cancers, or other gastrointestinal mucosal lesions; Aemcolo/Relafalk, a pharmaceutical product used for the treatment of traveler's diarrhea, uncomplicated acute diverticulitis, minimal hepatic encephalopathy, and small intestine bacterial overgrowth; and Winlevi, an androgen receptor inhibitor for acne vulgaris. In addition, it offers Clascoterone, an androgen receptor inhibitor that targets in the scalp and androgenetic alopecia; Rifamycin for irritable bowel syndrome with diarrhoea; ByFavo (Remimazolam), a fast-acting intravenous benzodiazepine agent for procedural sedation; CB-03-10, an oral androgen receptor antagonist for treatment against solid tumors; CB-01-33 for bile acid diarrhea; and Qolotag, a single use enema formulation. The company has a license agreement with RedHill Biopharma Ltd.; and Acacia Pharma Group plc. Cosmo Pharmaceuticals N.V. was founded in 1997 and is headquartered in Dublin, Ireland.","Cosmo Pharmaceuticals N.V., a specialty pharmaceutical company, focuses on the development and commercialization products for gastroenterology and endoscopy worldwide. It offers Lialda/Mezavant/Mesavancol and UCERIS/Cortiment, an oral tablet formulation for remission in active, mild to moderate ulcerative colitis; GI Genius, a system that uses artificial intelligence to detect colorectal polyps; and Methylene Blue MMX, diagnostic drug to enhance pre-cancerous and cancerous detection of colorectal lesions during colonoscopy. The company also provides Eleview, an injectable composition for use in gastrointestinal endoscopic procedures for submucosal lift of polyps, adenomas, early-stage cancers, or other gastrointestinal mucosal lesions; Aemcolo/Relafalk, a pharmaceutical product used for the treatment of traveler's diarrhea, uncomplicated acute diverticulitis, minimal hepatic encephalopathy, and small intestine bacterial overgrowth; and Winlevi, an androgen receptor inhibitor for acne vulgaris. In addition, it offers Clascoterone, an androgen receptor inhibitor that targets in the scalp and androgenetic alopecia; Rifamycin for irritable bowel syndrome with diarrhoea; ByFavo (Remimazolam), a fast-acting intravenous benzodiazepine agent for procedural sedation; CB-03-10, an oral androgen receptor antagonist for treatment against solid tumors; CB-01-33 for bile acid diarrhea; and Qolotag, a single use enema formulation. The company has a license agreement with RedHill Biopharma Ltd.; and Acacia Pharma Group plc. Cosmo Pharmaceuticals N.V. was founded in 1997 and is headquartered in Dublin, Ireland.",2016-05-18,Drug Manufacturers—General,https://www.cosmopharma.com,290,65074000.0,Mr. Alessandro Della Cha,NA,35318170370,NA,"Riverside II, Sir John Rogerson's Quay","DUBLIN, DUBLIN, IE",2,https://www.cosmopharma.com,https://www.cosmopharma.com,https://financialmodelingprep.com/image-stock/COPN.SW.jpg,"#Cosmo Pharmaceuticals N.V., #Drug Manufacturers—General, #Healthcare",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
314,Bilfinger SE,Bilfinger SE,"Bilfinger SE provides industrial services to customers in the process industry primarily in Europe, North America, and the Middle East. The company offers maintenance engineering and consulting, planning and execution of maintenance, coordination of subcontractors, planning and execution of turnarounds, and condition monitoring and asset integrity assessments services; and plant engineering, piping and steel construction, and plant demolition and conversion services; and operates and maintains various industrial plants. It also provides solutions in the fields of servicing, constructing, and digitally networking components and systems. In addition, the company offers consulting, digital networking, data collection, and analysis services, as well as forward-looking maintenance services. It serves customers in chemical and petrochemical, energy and utilities, oil and gas, pharmaceuticals and biopharma, metallurgy, and cement industries. The company was formerly known as Bilfinger Berger SE and changed its name to Bilfinger SE in September 2012. Bilfinger SE was founded in 1880 and is headquartered in Mannheim, Germany.","Bilfinger SE provides industrial services to customers in the process industry primarily in Europe, North America, and the Middle East. The company offers maintenance engineering and consulting, planning and execution of maintenance, coordination of subcontractors, planning and execution of turnarounds, and condition monitoring and asset integrity assessments services; and plant engineering, piping and steel construction, and plant demolition and conversion services; and operates and maintains various industrial plants. It also provides solutions in the fields of servicing, constructing, and digitally networking components and systems. In addition, the company offers consulting, digital networking, data collection, and analysis services, as well as forward-looking maintenance services. It serves customers in chemical and petrochemical, energy and utilities, oil and gas, pharmaceuticals and biopharma, metallurgy, and cement industries. The company was formerly known as Bilfinger Berger SE and changed its name to Bilfinger SE in September 2012. Bilfinger SE was founded in 1880 and is headquartered in Mannheim, Germany.",2022-02-23,,https://www.bilfinger.com,,3737400000.0,NA,NA,49 621 459 2000,NA,Oskar-Meixner-Strasse 1,"Mannheim, , DE",68163,https://www.bilfinger.com,https://www.bilfinger.com,https://financialmodelingprep.com/image-stock/GBF.SW.png,"#Bilfinger SE, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
315,BayWa Aktiengesellschaft,BayWa Aktiengesellschaft,"BayWa Aktiengesellschaft provides wholesale, retail, logistics, and support and consultancy services in the agriculture, building materials, and energy sectors in Germany and internationally. Its Agriculture segment trades in grains, oilseeds, and specialties; supplies dessert and organic pome fruits; and collects, sells, and services seeds, fertilizers, and crop protection and feedstuff for farms. This segment also offers a line of machinery, equipment, and systems for agriculture; municipal vehicles, road sweeping vehicles, mobile systems for wood shredding, and forklift trucks; forestry tractors, wood splitting and chipping machinery, forest milling cutters and mulchers, cable winches, and road and path construction machinery; and appliances, such as chainsaws, brush cutters, and protective clothing. In addition, it operates a network of workshops and mobile service vehicles to provide maintenance and repair services. The company's Energy segment sells heating oil, fuels, lubricants, and wood pellets to commercial and private customers; plans, manages, and constructs wind power, photovoltaic, and biomass plants; and owns wind and biogas plants, as well as trades in photovoltaic components. Its Building Materials segment trades in building materials for small and mid-sized construction companies, tradesmen, commercial enterprises, and municipalities, as well as private developers and homeowners. The company's Innovation & Digitalisation segment develops and markets digital products, such as NEXT Farming OFFICE and NEXT Farming LIVE software solutions; and offers analysis and advisory services, as well as hardware components. This segment is also involved in the e-commerce activities. BayWa Aktiengesellschaft was founded in 1923 and is headquartered in Munich, Germany.","BayWa Aktiengesellschaft provides wholesale, retail, logistics, and support and consultancy services in the agriculture, building materials, and energy sectors in Germany and internationally. Its Agriculture segment trades in grains, oilseeds, and specialties; supplies dessert and organic pome fruits; and collects, sells, and services seeds, fertilizers, and crop protection and feedstuff for farms. This segment also offers a line of machinery, equipment, and systems for agriculture; municipal vehicles, road sweeping vehicles, mobile systems for wood shredding, and forklift trucks; forestry tractors, wood splitting and chipping machinery, forest milling cutters and mulchers, cable winches, and road and path construction machinery; and appliances, such as chainsaws, brush cutters, and protective clothing. In addition, it operates a network of workshops and mobile service vehicles to provide maintenance and repair services. The company's Energy segment sells heating oil, fuels, lubricants, and wood pellets to commercial and private customers; plans, manages, and constructs wind power, photovoltaic, and biomass plants; and owns wind and biogas plants, as well as trades in photovoltaic components. Its Building Materials segment trades in building materials for small and mid-sized construction companies, tradesmen, commercial enterprises, and municipalities, as well as private developers and homeowners. The company's Innovation & Digitalisation segment develops and markets digital products, such as NEXT Farming OFFICE and NEXT Farming LIVE software solutions; and offers analysis and advisory services, as well as hardware components. This segment is also involved in the e-commerce activities. BayWa Aktiengesellschaft was founded in 1923 and is headquartered in Munich, Germany.",,,https://www.baywa.com,21207,19839100000.0,NA,NA,49 89 9222 0,NA,Arabellastrasse 4,"Munich, , DE",81925,https://www.baywa.com,https://www.baywa.com,https://financialmodelingprep.com/image-stock/BYW6.SW.png,"#BayWa Aktiengesellschaft, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
316,Mobimo Holding AG,Mobimo Holding AG,"Mobimo Holding AG operates as a real estate company in Switzerland. It operates in two segments, Real Estate and Development. The Real Estate segment is involved in the portfolio management; purchase and sale of investment properties; initial and subsequent letting of investment properties; and sale of condominiums. This segment also includes the tasks and services of site, property, and facility management. The Development segment develops investment properties; construction projects for third-party investors; and condominiums, as well as acquires sites and building plots for development activities. This segment also constructs projects commissioned by Mobimo; monitors construction activity; and manages the quality assurance process during the construction phase. The company develops commercial, industrial, and residential properties. As of December 31, 2021, it had 142 properties. Mobimo Holding AG was founded in 1999 and is headquartered in Lucerne, Switzerland.","Mobimo Holding AG operates as a real estate company in Switzerland. It operates in two segments, Real Estate and Development. The Real Estate segment is involved in the portfolio management; purchase and sale of investment properties; initial and subsequent letting of investment properties; and sale of condominiums. This segment also includes the tasks and services of site, property, and facility management. The Development segment develops investment properties; construction projects for third-party investors; and condominiums, as well as acquires sites and building plots for development activities. This segment also constructs projects commissioned by Mobimo; monitors construction activity; and manages the quality assurance process during the construction phase. The company develops commercial, industrial, and residential properties. As of December 31, 2021, it had 142 properties. Mobimo Holding AG was founded in 1999 and is headquartered in Lucerne, Switzerland.",2005-06-23,Real Estate—Diversified,https://www.mobimo.ch,162,270651000.0,Mr. Daniel Ducrey,NA,41412494980,NA,Ruetligasse 1,"LUZERN, LUZERN, CH",6000,https://www.mobimo.ch,https://www.mobimo.ch,https://financialmodelingprep.com/image-stock/MOBN.SW.png,"#Mobimo Holding AG, #Real Estate—Diversified, #Real Estate",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
317,Bouygues SA,Bouygues SA,"Bouygues SA, together with its subsidiaries, operates in the construction, telecom, and media sectors in France and internationally. The company designs, builds, renovates, operates, and deconstructs building, infrastructure, and industrial projects; develops urban planning, residential, and commercial projects; constructs and maintains roads and motorways, airport runways, ports, industrial logistics and commercial hubs, urban roads and amenities, external works, reserved-lane public transport facilities, leisure facilities, and environmental amenities, as well as undertakes civil engineering activities; produces and recycles construction materials; and distributes bitumen. It also engages in the construction, renewal, and maintenance of rail networks; fitting of road safety and signaling equipment; and laying and maintenance of pipes and pipelines. In addition, the company produces TF1, TMC, TFX, TF1, and LCI complementary TV channels; operates TV Breizh, Histoire, Ushuaïa, and Serieclub channels; produces, broadcasts, and distributes content; produces cinemas; operates la seine musicale entertainment and concert venue; and licenses, publishes, and boards games, as well as musical and events. Further, it offers telecom services; mobile and fixed Internet services; and Bbox Miami, an Android box for TV. Bouygues SA was founded in 1952 and is based in Paris, France.","Bouygues SA, together with its subsidiaries, operates in the construction, telecom, and media sectors in France and internationally. The company designs, builds, renovates, operates, and deconstructs building, infrastructure, and industrial projects; develops urban planning, residential, and commercial projects; constructs and maintains roads and motorways, airport runways, ports, industrial logistics and commercial hubs, urban roads and amenities, external works, reserved-lane public transport facilities, leisure facilities, and environmental amenities, as well as undertakes civil engineering activities; produces and recycles construction materials; and distributes bitumen. It also engages in the construction, renewal, and maintenance of rail networks; fitting of road safety and signaling equipment; and laying and maintenance of pipes and pipelines. In addition, the company produces TF1, TMC, TFX, TF1, and LCI complementary TV channels; operates TV Breizh, Histoire, Ushuaïa, and Serieclub channels; produces, broadcasts, and distributes content; produces cinemas; operates la seine musicale entertainment and concert venue; and licenses, publishes, and boards games, as well as musical and events. Further, it offers telecom services; mobile and fixed Internet services; and Bbox Miami, an Android box for TV. Bouygues SA was founded in 1952 and is based in Paris, France.",2022-02-23,,https://www.bouygues.com,129000,37644000000.0,NA,NA,33 1 44 20 10 79,NA,32 Avenue Hoche,"Paris, , FR",75008,https://www.bouygues.com,https://www.bouygues.com,https://financialmodelingprep.com/image-stock/EN.SW.png,"#Bouygues SA, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
318,Walliser Kantonalbank,Walliser Kantonalbank,"Walliser Kantonalbank provides various banking products and services in Switzerland. It offers Euro and savings plus accounts; mortgages and credits; investment products; provident and insurance products; wealth management services; and e-trade, e-banking, and mobile banking services, as well as leases equipment. The company operates through a network of 30 stores and 13 representative offices; and 76 ATMs, 14 deposit machines, and 7 multifunction machines. Walliser Kantonalbank was founded in 1917 and is headquartered in Sion, Switzerland.","Walliser Kantonalbank provides various banking products and services in Switzerland. It offers Euro and savings plus accounts; mortgages and credits; investment products; provident and insurance products; wealth management services; and e-trade, e-banking, and mobile banking services, as well as leases equipment. The company operates through a network of 30 stores and 13 representative offices; and 76 ATMs, 14 deposit machines, and 7 multifunction machines. Walliser Kantonalbank was founded in 1917 and is headquartered in Sion, Switzerland.",1996-08-02,Banks—Regional,https://www.bcvs.ch,494,229934045.9,NA,NA,41848765765,NA,Place des Cedres 8,"Sion, VALAIS, CH",1951,https://www.bcvs.ch,https://www.bcvs.ch,https://financialmodelingprep.com/image-stock/WKBN.SW.png,"#Walliser Kantonalbank, #Banks—Regional, #Financial Services",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
319,LANXESS Aktiengesellschaft,LANXESS Aktiengesellschaft,"LANXESS Aktiengesellschaft, a specialty chemicals company, develops, manufactures, and markets chemical intermediates, additives, specialty chemicals, and plastics worldwide. It operates through four segments: Advanced Intermediates, Specialty Additives, Consumer Protection, and Engineering Materials. The Advanced Intermediates segment provides advanced industrial intermediates, basic and fine chemicals, organometallics, rubber chemicals, and inorganic pigments for the agrochemical, automotive, construction, aromas and flavors, paints and coatings, rubber chemicals, semiconductors and photovoltaic, and color pigments industries. The Specialty Additives segment offers additives, including lubricants, flame retardants, plasticizers, and bromine derivatives for various applications of rubber, plastic, paint, construction, and electrical industries. The Consumer Protection segment provides material protection products; disinfectant, hygiene, and preservative solutions; and precursors and intermediates for the agrochemicals, pharmaceuticals, and specialty chemicals industries. The Engineering Materials segment produces technical plastics, glass fibers, fiber composites, and elastomers on a urethane basis for application in the automotive and electrical/electronics, construction, and medicine industries, as well as sports and leisure sectors. The company was founded in 1863 and is headquartered in Cologne, Germany.","LANXESS Aktiengesellschaft, a specialty chemicals company, develops, manufactures, and markets chemical intermediates, additives, specialty chemicals, and plastics worldwide. It operates through four segments: Advanced Intermediates, Specialty Additives, Consumer Protection, and Engineering Materials. The Advanced Intermediates segment provides advanced industrial intermediates, basic and fine chemicals, organometallics, rubber chemicals, and inorganic pigments for the agrochemical, automotive, construction, aromas and flavors, paints and coatings, rubber chemicals, semiconductors and photovoltaic, and color pigments industries. The Specialty Additives segment offers additives, including lubricants, flame retardants, plasticizers, and bromine derivatives for various applications of rubber, plastic, paint, construction, and electrical industries. The Consumer Protection segment provides material protection products; disinfectant, hygiene, and preservative solutions; and precursors and intermediates for the agrochemicals, pharmaceuticals, and specialty chemicals industries. The Engineering Materials segment produces technical plastics, glass fibers, fiber composites, and elastomers on a urethane basis for application in the automotive and electrical/electronics, construction, and medicine industries, as well as sports and leisure sectors. The company was founded in 1863 and is headquartered in Cologne, Germany.",2022-02-23,,https://lanxess.com,14866,7557000000.0,NA,NA,49 221 8885 0,NA,Kennedyplatz 1,"Cologne, , DE",50569,https://lanxess.com,https://lanxess.com,https://financialmodelingprep.com/image-stock/LXS.SW.png,"#LANXESS Aktiengesellschaft, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
